DEB [20171117-19:24:17.480] thr=1   paramiko.transport: starting thread (client mode): 0xa9c23828
DEB [20171117-19:32:03.032] thr=3   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:32:03.032] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:32:03.032] thr=3   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:32:03.032] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:32:03.033] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:32:03.033] thr=3   paramiko.transport: Compression agreed: none
DEB [20171117-19:32:03.084] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:32:03.085] thr=3   paramiko.transport: Switch to new keys ...
DEB [20171117-19:32:03.085] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20171117-19:32:03.218] thr=3   paramiko.transport: userauth is OK
INF [20171117-19:32:03.270] thr=3   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:32:03.271] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20171117-19:32:03.494] thr=3   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20171117-19:32:03.494] thr=3   paramiko.transport: Secsh channel 0 opened.
DEB [20171117-19:32:03.543] thr=3   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20171117-19:32:03.591] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20171117-19:32:03.592] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
DEB [20171117-19:32:03.787] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-19:32:03.833] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
DEB [20171117-19:32:03.880] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/English_Sophomore')
DEB [20171117-19:32:03.929] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/test')
DEB [20171117-19:32:03.982] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-19:32:04.028] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-19:32:04.074] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/Package')
DEB [20171117-19:32:04.151] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/data.txt', 'wb')
DEB [20171117-19:32:04.198] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/data.txt', 'wb') -> b'00000000'
DEB [20171117-19:32:04.198] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:04.294] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/data.txt')
DEB [20171117-19:32:04.343] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb')
DEB [20171117-19:32:04.393] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb') -> b'00000000'
DEB [20171117-19:32:04.395] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:04.492] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/English_Sophomore')
DEB [20171117-19:32:04.539] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb')
DEB [20171117-19:32:04.589] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb') -> b'00000000'
DEB [20171117-19:32:04.590] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:04.685] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-19:32:04.731] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb')
DEB [20171117-19:32:04.779] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb') -> b'00000000'
DEB [20171117-19:32:04.779] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:04.875] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Package')
DEB [20171117-19:32:04.927] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb')
DEB [20171117-19:32:04.978] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb') -> b'00000000'
DEB [20171117-19:32:04.978] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:05.073] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/test')
DEB [20171117-19:32:05.122] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb')
DEB [20171117-19:32:05.167] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb') -> b'00000000'
DEB [20171117-19:32:05.167] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:05.262] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-19:32:05.308] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb')
DEB [20171117-19:32:05.357] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb') -> b'00000000'
DEB [20171117-19:32:05.358] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:05.449] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-19:32:05.497] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb')
DEB [20171117-19:32:05.544] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb') -> b'00000000'
DEB [20171117-19:32:05.544] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:05.634] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
DEB [20171117-19:32:05.682] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb')
DEB [20171117-19:32:05.731] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb') -> b'00000000'
DEB [20171117-19:32:05.731] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:32:05.820] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Package')
DEB [20171117-19:32:05.864] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
INF [20171117-19:32:06.051] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20171117-19:32:06.051] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20171117-19:32:06.052] thr=1   paramiko.transport: EOF in transport thread
DEB [20171117-19:32:06.101] thr=3   paramiko.transport: [chan 0] EOF received (0)
DEB [20171117-19:41:18.278] thr=3   paramiko.transport: EOF in transport thread
DEB [20171117-19:59:58.952] thr=1   paramiko.transport: starting thread (client mode): 0x988297b8
DEB [20171117-19:59:58.954] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:59:58.988] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:59:58.988] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:59:59.051] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:59:59.051] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:59:59.051] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:59:59.051] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:59:59.052] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:59:59.052] thr=1   paramiko.transport: Compression agreed: none
DEB [20171117-19:59:59.111] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:59:59.114] thr=1   paramiko.transport: Switch to new keys ...
DEB [20171117-19:59:59.116] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 13.112.192.203: b'6d24fb9a77e46e9a80d6a4c4726ac177'
DEB [20171117-19:59:59.118] thr=2   paramiko.transport: Trying SSH key b'6d8cadf34f0022ac4d51a9d631ded228'
DEB [20171117-19:59:59.232] thr=1   paramiko.transport: userauth is OK
INF [20171117-19:59:59.286] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:59:59.342] thr=3   paramiko.transport: starting thread (client mode): 0x98c50780
DEB [20171117-19:59:59.342] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:59:59.392] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:59:59.393] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:59:59.436] thr=3   paramiko.transport: Compression agreed: none
DEB [20171117-19:59:59.485] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:59:59.486] thr=3   paramiko.transport: Switch to new keys ...
DEB [20171117-19:59:59.487] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20171117-19:59:59.618] thr=3   paramiko.transport: userauth is OK
INF [20171117-19:59:59.669] thr=3   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:59:59.670] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20171117-19:59:59.884] thr=3   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20171117-19:59:59.885] thr=3   paramiko.transport: Secsh channel 0 opened.
DEB [20171117-19:59:59.930] thr=3   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20171117-19:59:59.975] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20171117-19:59:59.975] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
DEB [20171117-20:00:00.155] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-20:00:00.200] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
DEB [20171117-20:00:00.242] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/English_Sophomore')
DEB [20171117-20:00:00.285] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/data.txt')
DEB [20171117-20:00:00.330] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/test')
DEB [20171117-20:00:00.378] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-20:00:00.421] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-20:00:00.466] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/Package')
DEB [20171117-20:00:00.509] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/data.txt', 'wb')
DEB [20171117-20:00:00.553] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/data.txt', 'wb') -> b'00000000'
DEB [20171117-20:00:00.554] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:00.644] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/data.txt')
DEB [20171117-20:00:00.693] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb')
DEB [20171117-20:00:00.738] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb') -> b'00000000'
DEB [20171117-20:00:00.738] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:00.831] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/English_Sophomore')
DEB [20171117-20:00:00.875] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb')
DEB [20171117-20:00:00.920] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb') -> b'00000000'
DEB [20171117-20:00:00.922] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.009] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-20:00:01.054] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb')
DEB [20171117-20:00:01.101] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb') -> b'00000000'
DEB [20171117-20:00:01.103] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.197] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Package')
DEB [20171117-20:00:01.240] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb')
DEB [20171117-20:00:01.284] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb') -> b'00000000'
DEB [20171117-20:00:01.285] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.374] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/test')
DEB [20171117-20:00:01.417] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb')
DEB [20171117-20:00:01.462] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb') -> b'00000000'
DEB [20171117-20:00:01.463] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.546] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-20:00:01.591] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb')
DEB [20171117-20:00:01.636] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb') -> b'00000000'
DEB [20171117-20:00:01.636] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.725] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-20:00:01.768] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb')
DEB [20171117-20:00:01.813] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb') -> b'00000000'
DEB [20171117-20:00:01.814] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-20:00:01.900] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
INF [20171117-20:00:01.945] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20171117-20:00:01.946] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20171117-20:00:01.947] thr=1   paramiko.transport: EOF in transport thread
DEB [20171117-20:00:01.989] thr=3   paramiko.transport: [chan 0] EOF received (0)
DEB [20171117-20:00:07.160] thr=4   paramiko.transport: starting thread (client mode): 0x967ed4a8
DEB [20171117-20:00:07.160] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-20:00:07.208] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-20:00:07.209] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
